62984,350678.1695517248,1873048.9564,1170.3221,_END
62983,350701.4545232526,1873048.9564,1170.562,_PILE
62982,350728.53682213766,1873048.9564,1170.9253644,_PILE
62981,350759.41589444416,1873048.9564,1171.0600359,_PILE
62980,350786.51089725667,1873048.9564,1171.121329,_PILE
62979,350817.4034458504,1873048.9564,1171.2140005,_PILE
62977,350843.3697,1873048.9564,1171.2919,_MOTOR_PILE
62978,350876.92125391774,1873048.9564,1171.3925536000002,_END
62992,350678.16262912605,1873071.3864,1170.3358,_END
62991,350701.4477090503,1873071.3864,1170.4935713000002,_PILE
62990,350728.53184800403,1873071.3864,1170.5748644,_PILE
62989,350759.41596879344,1873071.3864,1170.6675359,_PILE
62988,350786.5109699316,1873071.3864,1170.7488290000001,_PILE
62987,350817.4032976494,1873071.3864,1170.8415005000002,_PILE
62985,350843.3697,1873071.3864,1170.9194,_MOTOR_PILE
62986,350876.9217396091,1873071.3864,1171.0200536000002,_END
63000,350678.1356801521,1873093.8164,1169.7353557000001,_END
62999,350701.43154786906,1873093.8164,1169.8052713000002,_PILE
62998,350728.5255865886,1873093.8164,1169.8865644,_PILE
62997,350759.41467408056,1873093.8164,1169.9792359,_PILE
62996,350786.5119975126,1873093.8164,1170.060529,_PILE
62995,350817.4031488493,1873093.8164,1170.1532005000001,_PILE
62993,350843.3697,1873093.8164,1170.2311,_MOTOR_PILE
62994,350876.9214420153,1873093.8164,1170.3317536000002,_END
63008,350678.1383961004,1873116.2464,1169.3490557000002,_END
63007,350701.4338405835,1873116.2464,1169.4189713000003,_PILE
63006,350728.52677828673,1873116.2464,1169.5002644,_PILE
63005,350759.41549465444,1873116.2464,1169.5929359000002,_PILE
63004,350786.5122313043,1873116.2464,1169.6742290000002,_PILE
63003,350817.4028584515,1873116.2464,1169.7669005000002,_PILE
63001,350843.3697,1873116.2464,1169.8448,_MOTOR_PILE
63002,350876.9215353136,1873116.2464,1169.9454536000003,_END
63020,350678.169037612,1873385.4064,1162.4890557,_END
63014,350701.4731609879,1873385.4064,1162.5379713000002,_PILE
63013,350728.55874469614,1873385.4064,1162.3271000000004,_PILE
63012,350759.4377075513,1873385.4064,1162.2625,_PILE
63011,350786.5188662808,1873385.4064,1162.4747000000002,_PILE
63009,350817.3997590583,1873385.4064,1162.8749005000002,_PILE
63010,350843.3697,1873385.4064,1162.9748,_MOTOR_PILE
63015,350869.33782010025,1873385.4064,1163.0526995000002,_PILE
63016,350900.221914589,1873385.4064,1163.145371,_PILE
63017,350927.30518881715,1873385.4064,1163.2266641,_PILE
63018,350958.18273982994,1873385.4064,1163.3193356000002,_PILE
63019,350981.4895441283,1873385.4064,1163.3892509000002,_END
63032,350678.17394270573,1873407.8364,1161.7585557000002,_END
63026,350701.47236999683,1873407.8364,1161.6854713000007,_PILE
63025,350728.5594942549,1873407.8364,1161.469,_PILE
63024,350759.43396900746,1873407.8364,1161.495,_PILE
63023,350786.5171429703,1873407.8364,1161.7819,_PILE
63021,350817.401177628,1873407.8364,1162.1764005000002,_PILE
63022,350843.3697,1873407.8364,1162.2543,_MOTOR_PILE
63027,350869.337741805,1873407.8364,1162.3321995000003,_PILE
63028,350900.2218427181,1873407.8364,1162.4248710000002,_PILE
63029,350927.3072399921,1873407.8364,1162.5061641000002,_PILE
63030,350958.18744577793,1873407.8364,1162.5988356000003,_PILE
63031,350981.49176314124,1873407.8364,1162.6687509000003,_END
63044,350678.13912813156,1873430.2664,1161.1175557000013,_END
63038,350701.43744256574,1873430.2664,1160.7892000000013,_PILE
63037,350728.53399739566,1873430.2664,1160.6547999999998,_PILE
63036,350759.4134298129,1873430.2664,1160.8021999999992,_PILE
63035,350786.50526272506,1873430.2664,1161.2007000000003,_PILE
63033,350817.3986052967,1873430.2664,1161.7554005000006,_PILE
63034,350843.3697,1873430.2664,1161.9763,_MOTOR_PILE
63039,350869.3374283217,1873430.2664,1162.0541995000003,_PILE
63040,350900.22331932443,1873430.2664,1162.1468710000001,_PILE
63041,350927.31132788456,1873430.2664,1162.2281641000002,_PILE
63042,350958.19519866246,1873430.2664,1162.3208356000002,_PILE
63043,350981.50510852196,1873430.2664,1162.3907509000003,_END
63056,350678.1985799408,1873452.6964,1160.4974,_END
63050,350701.4830697527,1873452.6964,1160.299,_PILE
63049,350728.56290591427,1873452.6964,1160.2085,_PILE
63048,350759.43787299923,1873452.6964,1160.4,_PILE
63047,350786.5204483187,1873452.6964,1160.8108,_PILE
63045,350817.40146740706,1873452.6964,1160.9931005,_PILE
